"","Year","Month","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"335",2013,6,78.98,80.06,78.08,80.06,82.94,86,89.06,87.98,87.98,82.94,84.02,84.02,82.94,80.96,80.06,80.06,80.06,80.06,78.98,78.98,78.08,78.08,77,78.98,82.94,91.04,93.92,89.06,87.98,89.06,NA
"336",2013,7,91.04,78.98,80.96,84.92,80.96,82.94,87.08,87.08,87.08,73.94,75.02,78.98,80.96,80.06,75.02,73.94,75.92,80.06,78.08,73.04,71.96,75.92,78.98,77,73.04,75.92,75.02,75.02,80.06,82.94,82.04
"337",2013,8,78.08,78.08,78.98,78.08,75.92,73.04,75.92,77,77,75.92,73.04,78.08,80.06,80.96,77,80.96,78.08,80.06,78.08,80.96,69.98,75.92,75.92,69.08,62.06,69.98,71.96,75.02,75.02,71.96,NA
"338",2013,9,75.92,78.08,78.98,80.06,78.98,78.98,75.02,62.96,59,64.04,64.94,71.06,73.04,73.04,73.04,73.04,69.98,71.96,73.04,73.94,73.04,60.08,71.06,69.98,66.02,62.06,57.02,64.04,69.08,69.98,NA
"339",2013,10,69.08,64.94,62.96,53.96,55.04,64.94,69.98,62.06,57.92,42.98,57.02,57.02,57.02,57.02,55.04,60.08,62.06,60.98,62.96,64.94,NA,62.06,66.02,62.96,60.08,60.08,60.98,51.98,51.08,42.98,53.06
"340",2013,11,55.94,62.06,55.94,51.08,48.02,48.02,59,59,60.98,60.98,57.92,59,60.08,55.04,53.06,42.08,44.06,55.04,51.08,46.94,41,39.92,33.98,33.98,46.04,42.98,39.92,35.96,46.94,48.02,NA
"341",2013,12,32,53.06,48.02,30.02,24.08,17.96,24.98,26.06,19.94,28.04,30.02,35.96,44.96,37.04,48.02,48.92,44.06,53.96,51.08,37.04,NA,41,NA,NA,NA,NA,NA,NA,35.06,NA,NA
"342",2014,1,NA,53.06,51.08,50,35.06,37.94,48.02,46.94,35.96,39.92,53.96,42.98,48.92,50,55.94,55.04,50,51.98,55.04,55.04,41,53.06,50,39.92,55.94,55.04,51.98,46.04,55.04,51.08,41
"343",2014,2,32,32,26.96,33.08,37.04,33.08,35.06,53.06,51.98,51.08,51.08,59,64.04,62.96,62.06,55.94,57.92,57.02,37.94,42.08,NA,NA,NA,57.92,55.94,53.06,NA,NA,NA,NA,NA
"344",2014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2014,4,48.92,48.02,46.04,41,42.98,55.94,62.96,68,66.02,69.08,68,64.04,60.08,55.04,62.96,66.02,66.92,59,59,64.04,69.98,66.02,55.94,64.04,62.06,60.08,44.06,46.94,46.94,46.04,NA
"346",2014,5,NA,NA,71.96,71.96,71.06,64.94,50,55.04,62.96,62.96,51.08,57.02,57.92,60.98,73.94,77,77,75.02,69.08,69.08,64.04,64.04,60.98,59,69.98,77,78.98,78.98,75.02,77,78.08
"347",2014,6,78.98,80.96,80.06,80.06,80.06,80.96,80.06,82.04,80.06,82.04,75.02,78.98,78.08,75.92,73.94,75.02,73.04,73.04,77,82.04,80.96,80.06,80.06,80.06,80.06,78.98,78.98,84.02,84.92,86,NA
"348",2014,7,86,82.94,86,77,75.92,78.98,80.06,78.98,75.02,75.02,80.06,84.02,82.04,82.04,NA,78.08,82.94,82.94,78.08,80.06,82.94,84.92,84.92,84.02,84.92,84.92,87.98,73.04,80.06,82.94,80.96
"349",2014,8,75.02,77,69.08,73.04,75.92,77,78.98,78.08,80.06,82.94,75.92,71.06,64.94,75.02,77,80.96,80.96,80.06,NA,71.06,71.96,66.92,69.08,71.96,71.06,66.02,71.06,73.94,78.08,78.08,77
"350",2014,9,78.08,78.08,78.98,78.08,73.94,75.02,75.92,75.02,66.92,71.06,75.02,77,77,77,75.92,77,77,73.94,69.98,78.08,71.06,73.04,73.94,77,75.92,73.94,60.08,57.92,60.08,64.94,NA
"351",2014,10,64.94,64.94,69.08,73.04,73.04,73.94,73.04,64.04,62.96,69.08,68,66.02,62.06,71.96,71.06,66.92,64.04,66.02,64.94,62.96,64.94,66.92,69.98,71.96,71.96,66.02,66.02,66.02,66.92,69.08,66.02
"352",2014,11,55.04,NA,44.96,48.92,57.92,62.96,66.02,62.06,66.02,62.06,55.94,53.96,53.96,46.94,48.02,39.92,42.98,48.02,55.04,53.96,48.92,53.06,50,50,51.08,62.06,64.94,64.94,55.94,51.08,NA
"353",2014,12,51.08,55.94,51.08,46.94,44.06,48.92,50,50,50,53.06,53.06,48.92,53.06,37.94,42.08,44.96,44.96,33.98,39.02,26.96,51.08,50,51.08,53.06,32,26.96,28.94,39.92,39.92,42.08,21.02
"354",2015,1,24.08,44.06,44.06,53.06,53.96,51.98,57.92,57.92,51.98,39.92,44.06,42.08,42.98,39.02,42.98,57.02,55.04,59,57.92,51.08,NA,NA,46.04,46.04,53.06,53.96,NA,53.96,NA,NA,46.04
"355",2015,2,51.08,57.02,57.92,59,62.96,60.98,60.08,60.98,62.06,60.08,48.92,51.98,59,64.94,NA,NA,NA,62.96,62.96,57.02,53.96,48.02,35.96,35.06,46.94,44.96,42.08,39.92,NA,NA,NA
"356",2015,3,39.92,39.02,35.06,41,44.06,46.04,48.92,55.94,55.04,55.94,57.02,NA,55.04,57.92,62.06,64.04,66.92,NA,NA,57.92,62.06,60.98,60.08,59,62.06,60.08,69.98,69.08,68,68,66.92
"357",2015,4,64.04,60.98,55.94,62.06,60.08,57.02,55.94,51.98,57.92,57.92,60.98,64.94,68,66.92,62.06,46.94,48.02,62.06,60.98,64.04,62.96,60.98,57.02,53.96,46.04,48.92,57.92,69.08,68,71.06,NA
"358",2015,5,73.04,71.06,71.06,62.96,53.96,57.92,55.94,53.96,41,59,66.02,64.04,60.08,59,51.98,48.02,57.02,57.02,60.08,62.96,62.06,59,53.96,55.94,57.92,66.02,66.92,71.96,71.96,77,78.08
"359",2015,6,77,NA,71.96,71.96,NA,64.04,71.06,78.08,NA,68,71.06,73.04,73.94,77,80.96,82.04,82.94,84.02,84.02,87.98,NA,84.92,84.92,86,84.92,89.06,NA,80.96,82.94,87.08,NA
"360",2015,7,82.94,82.94,82.04,78.98,75.02,75.02,77,73.94,71.96,69.98,71.96,77,78.98,77,77,80.06,78.98,75.92,73.94,73.04,75.92,77,77,78.08,80.06,80.06,80.06,82.04,80.96,73.04,78.08
"361",2015,8,75.02,75.92,82.04,84.02,84.02,NA,77,75.02,78.08,75.02,71.96,73.94,80.96,84.92,84.92,86,84.02,84.02,84.92,87.08,80.06,80.06,78.08,82.04,73.94,73.04,NA,77,82.94,80.96,75.02
"362",2015,9,78.08,75.92,73.04,71.06,69.98,73.04,75.02,75.92,80.06,80.06,82.04,80.96,80.06,73.94,69.98,68,71.96,75.92,78.08,80.06,75.92,75.02,75.92,77,77,75.92,77,75.92,78.98,78.98,NA
"363",2015,10,78.08,73.94,69.08,64.94,59,55.94,60.08,66.92,66.92,69.98,73.04,77,77,77,75.92,73.94,64.04,60.98,57.92,55.94,55.04,51.08,57.92,59,60.98,62.96,64.94,62.06,60.08,51.98,60.98
"364",2015,11,68,64.94,59,41,41,42.98,42.98,53.06,51.98,50,44.96,46.04,48.92,53.06,51.08,39.02,46.04,51.98,62.96,60.98,57.92,51.08,59,55.94,48.92,42.08,33.08,37.94,35.96,42.98,NA
"365",2015,12,NA,50,55.94,NA,NA,NA,62.96,62.06,NA,NA,NA,NA,NA,NA,NA,NA,42.08,53.06,NA,NA,NA,NA,NA,NA,35.06,23,37.94,NA,NA,NA,NA
